geotype	subtype	scalerank	code	name	country_name	country_code	province_name	province_code	continent	region_un	subregion	region_wb	latitude	longitude	x_min	y_min	x_max	y_max	tsvector	area
OpenPlaces::Lake	Reservoir	4		Rikkavesi Lake	Finland	FI	PohjoisKarjala		Europe	Europe	Northern Europe	Europe & Central Asia	62.8611315808494	29.692318246241	29.4047725813771	62.6799504605998	29.8436694949304	63.0414296087175	'finland':4C 'lake':2A 'pohjoiskarjala':3B 'rikkavesi':1A	0.0628054798789032
OpenPlaces::Lake	Lake	4		Pielinen Lake	Finland	FI	PohjoisKarjala		Europe	Europe	Northern Europe	Europe & Central Asia	63.1577034389345	29.9005205035888	28.9387941681277	62.7123305145843	30.4044331571162	63.6024876350305	'finland':4C 'lake':2A 'pielinen':1A 'pohjoiskarjala':3B	0.207165428499452
OpenPlaces::River	River	6		Kokemenjoki River	Finland	FI	Satakunta		Europe	Europe	Northern Europe	Europe & Central Asia	61.3082949890565	22.1259057951879	21.7163192066462	61.211004949994	22.5791121753962	61.5194766296815	'finland':4C 'kokemenjoki':1A 'river':2A 'satakunta':3B	0
OpenPlaces::Lake	Lake	9		Pyhjrvi Lake	Finland	FI	Satakunta		Europe	Europe	Northern Europe	Europe & Central Asia	60.9817638111772	22.2753255492289	22.129857543445	60.8819743720796	22.3983176273891	61.0939165436144	'finland':4C 'lake':2A 'pyhjrvi':1A 'satakunta':3B	0.0269361800520892
OpenPlaces::Place	Populated place	7		SaintGeorges	France	FR	Guyane	CY	Europe	Europe	Western Europe	Europe & Central Asia	3.91047060029	-51.8100006527	-51.9100006527	3.81047060029	-51.7100006527	4.01047060029	'franc':3C 'guyan':2B 'saintgeorg':1A	0.0400000000000005
OpenPlaces::Place	Populated place	7		Dzaoudzi	France	FR	Mayotte		Europe	Europe	Western Europe	Europe & Central Asia	-12.7870890108	45.2750036202	45.1750036202	-12.8870890108	45.3750036202	-12.6870890108	'dzaoudzi':1A 'franc':3C 'mayott':2B	0.0400000000000004
OpenPlaces::Place	Populated place	7		Fox Bay	Falkland Is.	FK	Falkland Islands		South America	Americas	South America	Latin America & Caribbean	-51.9505899875	-60.0869631364	-60.1869631364	-52.0505899875	-59.9869631364	-51.8505899875	'bay':2A 'falkland':3B,5C 'fox':1A 'island':4B	0.0400000000000011
OpenPlaces::River	River	9		Durance River	France	FR	Departement des AlpesdeHauteProvence		Europe	Europe	Western Europe	Europe & Central Asia	44.2298444682232	5.93751061289626	4.76270592539626	43.6660423848899	6.68116295664626	44.922186590619	'alpesdehauteprov':5B 'depart':3B 'des':4B 'duranc':1A 'franc':6C 'river':2A	0
OpenPlaces::River	River	8		Meuse River	France	FR	Departement des Ardennes		Europe	Europe	Western Europe	Europe & Central Asia	49.7673607442649	4.70769290456292	4.70142662852126	49.7673607442649	4.70769290456292	49.7673607442649	'ardenn':5B 'depart':3B 'des':4B 'franc':6C 'meus':1A 'river':2A	0
OpenPlaces::River	River	6		Ariège River	France	FR	Departement de l'Ariege		Europe	Europe	Western Europe	Europe & Central Asia	43.0532494161399	1.61939537852126	1.40137780039626	42.6269798848899	1.83692467539626	43.517645574994	'arieg':6B 'arièg':1A 'de':4B 'depart':3B 'franc':7C 'l':5B 'river':2A	0
OpenPlaces::River	River	8		Trent River	United Kingdom	GB	Derbyshire	DB	Europe	Europe	Northern Europe	Europe & Central Asia	52.8943952494732	-1.29564368397874	-2.19635982981208	52.7531192078065	-0.705555793353739	53.691961981244	'derbyshir':3B 'kingdom':5C 'river':2A 'trent':1A 'unit':4C	0
OpenPlaces::Place	Admin-1 region capital	7		Ajaccio	France	FR	Departement de la CorseduSud		Europe	Europe	Western Europe	Europe & Central Asia	41.9270648387	8.72829382186	8.62829382186	41.8270648387	8.82829382186	42.0270648387	'ajaccio':1A 'corsedusud':5B 'de':3B 'depart':2B 'franc':6C 'la':4B	0.0400000000000004
OpenPlaces::Place	Populated place	7		Brive	France	FR	Departement de la Correze		Europe	Europe	Western Europe	Europe & Central Asia	45.1504081411	1.53333247743	1.43333247743	45.0504081411	1.63333247743	45.2504081411	'brive':1A 'correz':5B 'de':3B 'depart':2B 'franc':6C 'la':4B	0.0400000000000006
OpenPlaces::Place	Admin-1 region capital	8		Besancon	France	FR	Departement du Doubs		Europe	Europe	Western Europe	Europe & Central Asia	47.2299969677	6.03000890974	5.93000890974	47.1299969677	6.13000890974	47.3299969677	'besancon':1A 'depart':2B 'doub':4B 'du':3B 'franc':5C	0.0400000000000004
OpenPlaces::River	River	8		Doubs River	France	FR	Departement du Doubs		Europe	Europe	Western Europe	Europe & Central Asia	47.296454168744	6.21094811289626	4.95110110768792	46.6475690775982	7.16838626393792	47.4922142598899	'depart':3B 'doub':1A,5B 'du':4B 'franc':6C 'river':2A	0
OpenPlaces::Place	Populated place	8		StBrieuc	France	FR	Departement des Cotesd'Armor		Europe	Europe	Western Europe	Europe & Central Asia	48.5166626171	-2.78330326477	-2.88330326477	48.4166626171	-2.68330326477	48.6166626171	'armor':5B 'cotesd':4B 'depart':2B 'des':3B 'franc':6C 'stbrieuc':1A	0.0400000000000006
OpenPlaces::River	River	8		Dordogne River	France	FR	Departement de la Dordogne		Europe	Europe	Western Europe	Europe & Central Asia	44.8433698588482	0.751882357687919	-0.493723111062081	44.8127709005149	2.75489342539626	45.617987371869	'de':4B 'depart':3B 'dordogn':1A,6B 'franc':7C 'la':5B 'river':2A	0
OpenPlaces::River	River	6		Thames River	United Kingdom	GB	Buckinghamshire	BU	Europe	Europe	Northern Europe	Europe & Central Asia	51.551092840619	-0.882150845437081	-2.05077063710374	51.3895938171815	0.384532097271261	51.8420677755149	'buckinghamshir':3B 'kingdom':5C 'river':2A 'thame':1A 'unit':4C	0
OpenPlaces::Place	Populated place	7		Nimes	France	FR	Departement du Gard		Europe	Europe	Western Europe	Europe & Central Asia	43.8303853547	4.35000809593	4.25000809593	43.7303853547	4.45000809593	43.9303853547	'depart':2B 'du':3B 'franc':5C 'gard':4B 'nime':1A	0.0400000000000004
OpenPlaces::River	River	4		Rhin (Rhein) River	France	FR	Departement du HautRhin		Europe	Europe	Western Europe	Europe & Central Asia	47.9717064473899	7.62061608164626	7.51124108164626	47.544501043744	8.88111412852126	48.965399481244	'depart':4B 'du':5B 'franc':7C 'hautrhin':6B 'rhein':2A 'rhin':1A 'river':3A	0
OpenPlaces::Lake	Lake	4		Lake Geneva	France	FR	Departement de la HauteSavoie		Europe	Europe	Western Europe	Europe & Central Asia	46.3583427035301	6.25573208556318	6.13322778272868	46.2046846291674	6.9353700291625	46.5223035223425	'de':4B 'depart':3B 'franc':7C 'geneva':2A 'hautesavoi':6B 'la':5B 'lake':1A	0.0624584023452231
OpenPlaces::Place	Populated place	7		Beziers	France	FR	Departement de l'Herault		Europe	Europe	Western Europe	Europe & Central Asia	43.3504921662	3.20997432314	3.10997432314	43.2504921662	3.30997432314	43.4504921662	'bezier':1A 'de':3B 'depart':2B 'franc':6C 'herault':5B 'l':4B	0.0400000000000006
OpenPlaces::Place	Populated place	7		Mekambo	Gabon	GA	Province de l' OgooueIvindo	OI	Africa	Africa	Middle Africa	Sub-Saharan Africa	1.01708131805	13.9332991116	13.8332991116	0.91708131805	14.0332991116	1.11708131805	'de':3B 'gabon':6C 'l':4B 'mekambo':1A 'ogooueivindo':5B 'provinc':2B	0.0399999999999999
OpenPlaces::River	River	5		Loire River	France	FR	Departement d'IndreetLoire		Europe	Europe	Western Europe	Europe & Central Asia	47.4084740255149	0.785899284771261	-1.73452714752042	47.1740198173953	3.01114527829053	47.9056257182232	'd':4B 'depart':3B 'franc':6C 'indreetloir':5B 'loir':1A 'river':2A	0
OpenPlaces::Place	Populated place	7		SaintEtienne	France	FR	Departement de la Loire		Europe	Europe	Western Europe	Europe & Central Asia	45.4303910513	4.3800321031	4.2800321031	45.3303910513	4.4800321031	45.5303910513	'de':3B 'depart':2B 'franc':6C 'la':4B 'loir':5B 'saintetienn':1A	0.0400000000000004
OpenPlaces::Place	Admin-1 region capital	7		Orleans	France	FR	Departement du Loiret		Europe	Europe	Western Europe	Europe & Central Asia	47.900421162	1.90002844098	1.80002844098	47.800421162	2.00002844098	48.000421162	'depart':2B 'du':3B 'franc':5C 'loiret':4B 'orlean':1A	0.0400000000000006
OpenPlaces::Place	Populated place	7		Cherbourg	France	FR	Departement de la Manche		Europe	Europe	Western Europe	Europe & Central Asia	49.6503918651	-1.64998742818	-1.74998742818	49.5503918651	-1.54998742818	49.7503918651	'cherbourg':1A 'de':3B 'depart':2B 'franc':6C 'la':4B 'manch':5B	0.0400000000000006
OpenPlaces::River	River	9		Marne River	France	FR	Departement de la Marne		Europe	Europe	Western Europe	Europe & Central Asia	49.046698309369	4.03394615977126	2.40919030039626	47.8772240255149	5.40772545664626	49.0902774109315	'de':4B 'depart':3B 'franc':7C 'la':5B 'marn':1A,6B 'river':2A	0
OpenPlaces::River	River	8		Meuse River	France	FR	Departement de la Meuse		Europe	Europe	Western Europe	Europe & Central Asia	49.5394961609315	5.1650496753964	4.62574303477129	47.9997826192649	5.7292586597714	50.7681173999628	'de':4B 'depart':3B 'franc':7C 'la':5B 'meus':1A,6B 'river':2A	0
OpenPlaces::River	River	7		Mosel River	France	FR	Departement de la Moselle		Europe	Europe	Western Europe	Europe & Central Asia	49.4521216113111	6.34598505320406	5.89307701914626	47.9578718119732	7.60637454518792	50.370672918744	'de':4B 'depart':3B 'franc':7C 'la':5B 'mosel':1A 'mosell':6B 'river':2A	0
OpenPlaces::River	River	5		Allier River	France	FR	Departement de la Nievre		Europe	Europe	Western Europe	Europe & Central Asia	47.0731061869732	3.0376082691464	3.01114527829054	44.5831159525983	3.90308678477135	47.1740198173953	'allier':1A 'de':4B 'depart':3B 'franc':7C 'la':5B 'nievr':6B 'river':2A	0
OpenPlaces::River	River	6		Drau River	France	FR	Departement du TarnetGaronne		Europe	Europe	Western Europe	Europe & Central Asia	44.0998802755149	0.829600456646347	-0.575754361062025	42.6461042338482	1.43376712331298	44.898016668744	'depart':3B 'drau':1A 'du':4B 'franc':6C 'river':2A 'tarnetgaronn':5B	0
OpenPlaces::River	River	4		Seine River	France	FR	Departement du ValdeMarne		Europe	Europe	Western Europe	Europe & Central Asia	48.7429466817649	2.44312584727126	0.493174675396261	47.5126406921815	4.71265709727126	49.527167059369	'depart':3B 'du':4B 'franc':6C 'river':2A 'sein':1A 'valdemarn':5B	0
OpenPlaces::Place	Admin-1 region capital	8		Poitier	France	FR	Departement de la Vienne		Europe	Europe	Western Europe	Europe & Central Asia	46.5832922557	0.33327652854	0.23327652854	46.4832922557	0.43327652854	46.6832922557	'de':3B 'depart':2B 'franc':6C 'la':4B 'poitier':1A 'vienn':5B	0.0400000000000006
OpenPlaces::River	River	8		Sane River	France	FR	Departement de SaoneetLoire		Europe	Europe	Western Europe	Europe & Central Asia	46.3148054057232	4.85539798268792	4.74675540456292	45.751532293744	4.96827233164626	46.8333600932232	'de':4B 'depart':3B 'franc':6C 'river':2A 'sane':1A 'saoneetloir':5B	0
OpenPlaces::River	River	9		Tarn River	France	FR	Departement du Tarn		Europe	Europe	Western Europe	Europe & Central Asia	43.9506289734315	2.46656334727126	1.02910424613129	43.790594793744	3.59791100352126	44.3750267598899	'depart':3B 'du':4B 'franc':6C 'river':2A 'tarn':1A,5B	0
OpenPlaces::Place	Populated place	7		Toulon	France	FR	Departement du Var		Europe	Europe	Western Europe	Europe & Central Asia	43.1341864507	5.91882156569	5.81882156569	43.0341864507	6.01882156569	43.2341864507	'depart':2B 'du':3B 'franc':5C 'toulon':1A 'var':4B	0.0400000000000004
OpenPlaces::River	River	9		Vienne River	France	FR	Departement de la Vienne		Europe	Europe	Western Europe	Europe & Central Asia	46.2660586609315	0.692393425396261	0.0753686858129186	45.693915106244	1.98023522227126	47.2182070984315	'de':4B 'depart':3B 'franc':7C 'la':5B 'river':2A 'vienn':1A,6B	0
OpenPlaces::Place	Populated place	7		Omboue	Gabon	GA	Province de l' OgooueMaritime	OM	Africa	Africa	Middle Africa	Sub-Saharan Africa	-1.56622353222	9.24996740585	9.14996740585	-1.66622353222	9.34996740585	-1.46622353222	'de':3B 'gabon':6C 'l':4B 'ogoouemaritim':5B 'ombou':1A 'provinc':2B	0.0399999999999999
OpenPlaces::River	River	8		Yonne River	France	FR	Departement de l'Yonne		Europe	Europe	Western Europe	Europe & Central Asia	47.746405340619	3.59107506602126	2.96094811289626	47.0400658223899	3.96778405039626	48.3968366557232	'de':4B 'depart':3B 'franc':7C 'l':5B 'river':2A 'yonn':1A,6B	0
OpenPlaces::Place	Admin-0 capital	6		Palikir	Micronesia	FM	State of Pohnpei		Oceania	Oceania	Micronesia	East Asia & Pacific	6.91664369601	158.149974324	158.049974324	6.81664369601	158.249974324	7.01664369601	'micronesia':5C 'palikir':1A 'pohnpei':4B 'state':2B	0.0399999999999976
OpenPlaces::River	River	7		Ivindo River	Gabon	GA	Province de l' OgooueIvindo	OI	Africa	Africa	Middle Africa	Sub-Saharan Africa	0.428168035931535	12.7939559253962	12.1554468108129	-0.124851169797623	13.1291610035212	1.17829010624403	'de':4B 'gabon':7C 'ivindo':1A 'l':5B 'ogooueivindo':6B 'provinc':3B 'river':2A	0
OpenPlaces::Place	Populated place	7		Mitzik	Gabon	GA	Province du WoleuNtem	WN	Africa	Africa	Middle Africa	Sub-Saharan Africa	0.78371054982	11.5666218655	11.4666218655	0.68371054982	11.6666218655	0.88371054982	'du':3B 'gabon':5C 'mitzik':1A 'provinc':2B 'woleuntem':4B	0.0399999999999998
OpenPlaces::River	River	7		A?na River	Gabon	GA	Province du WoleuNtem	WN	Africa	Africa	Middle Africa	Sub-Saharan Africa	1.90001048384821	13.1616317066462	12.4985457691462	1.17829010624403	13.2978621753962	2.28469472863988	'du':5B 'gabon':7C 'na':2A 'provinc':4B 'river':3A 'woleuntem':6B	0
OpenPlaces::Place	Admin-1 capital	7		Lambarene	Gabon	GA	Province du MoyenOgooue	MO	Africa	Africa	Middle Africa	Sub-Saharan Africa	-0.69960976268	10.2166267483	10.1166267483	-0.79960976268	10.3166267483	-0.59960976268	'du':3B 'gabon':5C 'lambaren':1A 'moyenogoou':4B 'provinc':2B	0.0399999999999998
OpenPlaces::Place	Populated place	7		Bifoum	Gabon	GA	Province du MoyenOgooue	MO	Africa	Africa	Middle Africa	Sub-Saharan Africa	-0.33291379914	10.383231566	10.283231566	-0.43291379914	10.483231566	-0.23291379914	'bifoum':1A 'du':3B 'gabon':5C 'moyenogoou':4B 'provinc':2B	0.0399999999999999
OpenPlaces::River	River	8		Ngounie River	Gabon	GA	Province de la Ngounie	NG	Africa	Africa	Middle Africa	Sub-Saharan Africa	-1.83595143021429	11.0202742847713	10.2956649097713	-2.41497161250597	12.1264754566462	-0.589776300005965	'de':4B 'gabon':7C 'la':5B 'ngouni':1A,6B 'provinc':3B 'river':2A	0
OpenPlaces::Place	Populated place	7		Okandja	Gabon	GA	Province du HautOgooue	HO	Africa	Africa	Middle Africa	Sub-Saharan Africa	-0.68291827505	13.7833341051	13.6833341051	-0.78291827505	13.8833341051	-0.58291827505	'du':3B 'gabon':5C 'hautogoou':4B 'okandja':1A 'provinc':2B	0.0399999999999998
OpenPlaces::River	River	8		Ogoou? River	Gabon	GA	Province du MoyenOgooue	MO	Africa	Africa	Middle Africa	Sub-Saharan Africa	-0.815931898964294	9.79566490977126	8.92872155039626	-3.06007252396429	13.9447534514379	-0.0243059224017941	'du':4B 'gabon':6C 'moyenogoou':5B 'ogoou':1A 'provinc':3B 'river':2A	0
OpenPlaces::Lake	Lake	8		Lac Onangu Lake	Gabon	GA	Province du MoyenOgooue	MO	Africa	Africa	Middle Africa	Sub-Saharan Africa	-0.960543550822152	10.0668655713308	9.96938108750859	-1.13407120376627	10.2658057635302	-0.785249713115235	'du':5B 'gabon':7C 'lac':1A 'lake':3A 'moyenogoou':6B 'onangu':2A 'provinc':4B	0.0311386733350554
OpenPlaces::Place	Populated place	7		Ndende	Gabon	GA	Province de la Ngounie	NG	Africa	Africa	Middle Africa	Sub-Saharan Africa	-2.38291786816	11.3832738837	11.2832738837	-2.48291786816	11.4832738837	-2.28291786816	'de':3B 'gabon':6C 'la':4B 'ndend':1A 'ngouni':5B 'provinc':2B	0.0399999999999999
OpenPlaces::Place	Populated place	8		Bournemouth	United Kingdom	GB	Borough of Bournemouth	BM	Europe	Europe	Northern Europe	Europe & Central Asia	50.7299900503	-1.90004968404	-2.00004968404	50.6299900503	-1.80004968404	50.8299900503	'borough':2B 'bournemouth':1A,4B 'kingdom':6C 'unit':5C	0.0400000000000006
OpenPlaces::Place	Populated place	8		Sunderland	United Kingdom	GB	Borough of South Tyneside	TW	Europe	Europe	Northern Europe	Europe & Central Asia	54.9200185334	-1.38002974589	-1.48002974589	54.8200185334	-1.28002974589	55.0200185334	'borough':2B 'kingdom':7C 'south':4B 'sunderland':1A 'tynesid':5B 'unit':6C	0.0400000000000006
OpenPlaces::Lake	Lake	8		Upper Lough Erne Lake	United Kingdom	GB	Fermanagh District	FE	Europe	Europe	Northern Europe	Europe & Central Asia	54.2175705338186	-7.50833583497967	-7.61313540812958	54.1504555128326	-7.43489792915136	54.2767377233721	'district':6B 'ern':3A 'fermanagh':5B 'kingdom':8C 'lake':4A 'lough':2A 'unit':7C 'upper':1A	0.00701379531073809
OpenPlaces::River	River	8		Caledonian Canal	United Kingdom	GB	Highland	HI	Europe	Europe	Northern Europe	Europe & Central Asia	56.8898379578065	-5.02814693918708	-5.11978105377042	56.818426824994	-4.96898352772874	56.9281680359315	'caledonian':1A 'canal':2A 'highland':3B 'kingdom':5C 'unit':4C	0
OpenPlaces::River	River	8		Ness River	United Kingdom	GB	Highland	HI	Europe	Europe	Northern Europe	Europe & Central Asia	57.442206121869	-4.26593990793708	-4.34390214752042	57.394354559369	-4.22606360585374	57.4943301453065	'highland':3B 'kingdom':5C 'ness':1A 'river':2A 'unit':4C	0
OpenPlaces::River	River	8		Oich River	United Kingdom	GB	Highland	HI	Europe	Europe	Northern Europe	Europe & Central Asia	57.0790469421815	-4.75226803293708	-4.83584550689542	57.0101992859315	-4.67544511627042	57.1479759786399	'highland':3B 'kingdom':5C 'oich':1A 'river':2A 'unit':4C	0
OpenPlaces::Lake	Lake	6		Loch Ness Lake	United Kingdom	GB	Highland	HI	Europe	Europe	Northern Europe	Europe & Central Asia	57.2532005948639	-4.50950137739693	-4.67906097094468	57.142666865126	-4.33745140140837	57.3943481938236	'highland':4B 'kingdom':6C 'lake':3A 'loch':1A 'ness':2A 'unit':5C	0.0061210378947948
OpenPlaces::Lake	Lake	8		Loch Lochy Lake	United Kingdom	GB	Highland	HI	Europe	Europe	Northern Europe	Europe & Central Asia	56.9698751224997	-4.90587313033911	-4.97489691871201	56.9268979599385	-4.83580986864229	57.0131466491881	'highland':4B 'kingdom':6C 'lake':3A 'loch':1A 'lochi':2A 'unit':5C	0.00270927137094654
OpenPlaces::Place	Populated place	6		Newcastle	United Kingdom	GB	City and Borough of Newcastle upon Tyne	TW	Europe	Europe	Northern Europe	Europe & Central Asia	55.0003753857	-1.59999047994	-1.69999047994	54.9003753857	-1.49999047994	55.1003753857	'borough':4B 'citi':2B 'kingdom':10C 'newcastl':1A,6B 'tyne':8B 'unit':9C 'upon':7B	0.0400000000000006
OpenPlaces::Place	Populated place	7		Stoke	United Kingdom	GB	City of StokeonTrent	SO	Europe	Europe	Northern Europe	Europe & Central Asia	53.0003682649	-2.18000675598	-2.28000675598	52.9003682649	-2.08000675598	53.1003682649	'citi':2B 'kingdom':6C 'stoke':1A 'stokeontr':4B 'unit':5C	0.0400000000000006
OpenPlaces::River	River	8		Severn River	United Kingdom	GB	Shropshire	SP	Europe	Europe	Northern Europe	Europe & Central Asia	52.6397565775982	-2.63255774647874	-3.69074459543708	51.7777774109315	-2.15330969960374	52.7467715515565	'kingdom':5C 'river':2A 'severn':1A 'shropshir':3B 'unit':4C	0
OpenPlaces::Place	Admin-1 capital	10		Szekszard	Hungary	HU	Tolna megye	VA	Europe	Europe	Eastern Europe	Europe & Central Asia	46.3439971148	18.7129985816	18.6129985816	46.2439971148	18.8129985816	46.4439971148	'hungari':4C 'megy':3B 'szekszard':1A 'tolna':2B	0.0400000000000011
OpenPlaces::Place	Admin-1 capital	6		Sekondi	Ghana	GH	Western Region	WP	Africa	Africa	Western Africa	Sub-Saharan Africa	4.94327577608	-1.70401513814	-1.80401513814	4.84327577608	-1.60401513814	5.04327577608	'ghana':4C 'region':3B 'sekondi':1A 'western':2B	0.0399999999999999
OpenPlaces::Place	Admin-1 capital	7		Kerouane	Guinea	GN	Kerouane Prefecture		Africa	Africa	Western Africa	Sub-Saharan Africa	9.27037599582	-9.01997684878	-9.11997684878	9.17037599582	-8.91997684878	9.37037599582	'guinea':4C 'kerouan':1A,2B 'prefectur':3B	0.0399999999999997
OpenPlaces::Place	Admin-1 capital	8		Kecskemet	Hungary	HU	BacsKiskun megye	VA	Europe	Europe	Eastern Europe	Europe & Central Asia	46.9000429475	19.7000272203	19.6000272203	46.8000429475	19.8000272203	47.0000429475	'bacskiskun':2B 'hungari':4C 'kecskemet':1A 'megy':3B	0.0400000000000011
OpenPlaces::Place	Admin-1 capital	10		Boffa	Guinea	GN	Prefecture de Boffa		Africa	Africa	Western Africa	Sub-Saharan Africa	10.1850030675	-14.0429964481	-14.1429964481	10.0850030675	-13.9429964481	10.2850030675	'boffa':1A,4B 'de':3B 'guinea':5C 'prefectur':2B	0.0399999999999997
OpenPlaces::River	River	5		Volta River	Ghana	GH	Volta Region	TV	Africa	Africa	Western Africa	Sub-Saharan Africa	6.04014720259821	0.366384310812919	0.0780542326879186	5.76052480676488	0.671804232687919	6.33820221561903	'ghana':5C 'region':4B 'river':2A 'volta':1A,3B	0
OpenPlaces::Lake	Reservoir	5		Lake Volta	Ghana	GH	Volta Region	TV	Africa	Africa	Western Africa	Sub-Saharan Africa	7.72776084353265	0.0650413041849916	-1.71275366183883	6.33836216347115	0.32983901632781	9.11657079533987	'ghana':5C 'lake':1A 'region':4B 'volta':2A,3B	0.652201859274611
OpenPlaces::Place	Admin-1 capital	6		Boke	Guinea	GN	Boke Prefecture		Africa	Africa	Western Africa	Sub-Saharan Africa	10.9399898467	-14.29999048	-14.39999048	10.8399898467	-14.19999048	11.0399898467	'boke':1A,2B 'guinea':4C 'prefectur':3B	0.0399999999999997
OpenPlaces::Place	Admin-1 capital	10		Forecariah	Guinea	GN	Prefecture de Forecariah		Africa	Africa	Western Africa	Sub-Saharan Africa	9.4300020756	-13.0979965512	-13.1979965512	9.3300020756	-12.9979965512	9.5300020756	'de':3B 'forecariah':1A,4B 'guinea':5C 'prefectur':2B	0.0399999999999997
OpenPlaces::Place	Admin-1 capital	4		Nzerekore	Guinea	GN	Nzerekore Prefecture		Africa	Africa	Western Africa	Sub-Saharan Africa	7.76000307101	-8.82998844546	-8.92998844546	7.66000307101	-8.72998844546	7.86000307101	'guinea':4C 'nzerekor':1A,2B 'prefectur':3B	0.0399999999999997
OpenPlaces::Place	Admin-1 capital	10		Tongue	Guinea	GN	Tougue Prefecture		Africa	Africa	Western Africa	Sub-Saharan Africa	11.4399990351	-11.670002477	-11.770002477	11.3399990351	-11.570002477	11.5399990351	'guinea':4C 'prefectur':3B 'tongu':1A 'tougu':2B	0.0399999999999997
OpenPlaces::Place	Admin-1 capital	8		Al Ahmadi	Kuwait	KW	Muhafazat al Ahmadi	AH	Asia	Asia	Western Asia	Middle East & North Africa	29.0769448029	48.0837727445	47.9837727445	28.9769448029	48.1837727445	29.1769448029	'ahmadi':2A,5B 'al':1A,4B 'kuwait':6C 'muhafazat':3B	0.0400000000000011
OpenPlaces::Place	Admin-1 capital	10		Telimele	Guinea	GN	Telimele Prefecture		Africa	Africa	Western Africa	Sub-Saharan Africa	10.9050031072	-13.0429975607	-13.1429975607	10.8050031072	-12.9429975607	11.0050031072	'guinea':4C 'prefectur':3B 'telimel':1A,2B	0.0399999999999997
OpenPlaces::River	River	7		Gambia River	Gambia	GM	Central River Division	MC	Africa	Africa	Western Africa	Sub-Saharan Africa	13.4648705098899	-14.5244848298121	-15.3727107412704	11.4125430359315	-11.7584936188746	13.7084414734315	'central':3B 'divis':5B 'gambia':1A,6C 'river':2A,4B	0
OpenPlaces::Place	Admin-1 capital	7		Szeged	Hungary	HU	Csongrad megye	VA	Europe	Europe	Eastern Europe	Europe & Central Asia	46.2503926789	20.1500255927	20.0500255927	46.1503926789	20.2500255927	46.3503926789	'csongrad':2B 'hungari':4C 'megy':3B 'szege':1A	0.0400000000000011
OpenPlaces::Place	Populated place	7		Sparti	Greece	GR	Peloponnese	PP	Europe	Europe	Southern Europe	Europe & Central Asia	37.0737176707	22.4296797269	22.3296797269	36.9737176707	22.5296797269	37.1737176707	'greec':3C 'peloponnes':2B 'sparti':1A	0.0400000000000011
OpenPlaces::Place	Admin-1 capital	10		Salama	Guatemala	GT	Departamento de Baja Verapaz	BV	North America	Americas	Central America	Latin America & Caribbean	15.1029990278	-90.3140006056	-90.4140006056	15.0029990278	-90.2140006056	15.2029990278	'baja':4B 'de':3B 'departamento':2B 'guatemala':6C 'salama':1A 'verapaz':5B	0.0399999999999976
OpenPlaces::River	River	7		G?ba River	Guinea Bissau	GW	Gabu	GA	Africa	Africa	Western Africa	Sub-Saharan Africa	11.9765892598899	-14.0580134756454	-14.9254044261662	11.056952215619	-13.1526586579371	12.310858465619	'ba':2A 'bissau':6C 'g':1A 'gabu':4B 'guinea':5C 'river':3A	0
OpenPlaces::River	River	7		Cuilco River	Guatemala	GT	Departamento de Huehuetenango	HU	North America	Americas	Central America	Latin America & Caribbean	15.414129949994	-91.9453018871037	-92.2325333324162	15.0646426453065	-91.6162003246037	15.826239324994	'cuilco':1A 'de':4B 'departamento':3B 'guatemala':6C 'huehuetenango':5B 'river':2A	0
OpenPlaces::Place	Populated place	7		Calatrava	Eq. Guinea	GQ	Provincia de Litoral	LI	Africa	Africa	Middle Africa	Sub-Saharan Africa	1.11640342092	9.41858760442	9.31858760442	1.01640342092	9.51858760442	1.21640342092	'calatrava':1A 'de':3B 'eq':5C 'guinea':6C 'litor':4B 'provincia':2B	0.0399999999999999
OpenPlaces::River	River	7		Mbini River	Eq. Guinea	GQ	Provincia de WeleNzas	WN	Africa	Africa	Middle Africa	Sub-Saharan Africa	1.59068431197321	10.7658797535213	9.74455813893792	1.45587799686903	11.9079695972713	1.93703847863988	'de':4B 'eq':6C 'guinea':7C 'mbini':1A 'provincia':3B 'river':2A 'welenza':5B	0
OpenPlaces::Place	Admin-0 capital	3		Malabo	Eq. Guinea	GQ	Provincia de Bioko Norte	BN	Africa	Africa	Middle Africa	Sub-Saharan Africa	3.75001527803	8.78327754582	8.68327754582	3.65001527803	8.88327754582	3.85001527803	'bioko':4B 'de':3B 'eq':6C 'guinea':7C 'malabo':1A 'nort':5B 'provincia':2B	0.0399999999999999
OpenPlaces::Place	Admin-1 capital	7		Kerkira	Greece	GR	Ionian Islands	II	Europe	Europe	Southern Europe	Europe & Central Asia	39.615422993	19.9147427965	19.8147427965	39.515422993	20.0147427965	39.715422993	'greec':4C 'ionian':2B 'island':3B 'kerkira':1A	0.0400000000000011
OpenPlaces::River	River	8		Haliacmon River	Greece	GR	West Macedonia	MW	Europe	Europe	Southern Europe	Europe & Central Asia	40.2007103536399	21.5444442066462	20.8219507170629	39.9610456400982	22.6549585295629	40.5917422546815	'greec':5C 'haliacmon':1A 'macedonia':4B 'river':2A 'west':3B	0
OpenPlaces::Place	Populated place	8		Piraiavs	Greece	GR	Attica	AT	Europe	Europe	Southern Europe	Europe & Central Asia	37.9500207713	23.6999897855	23.5999897855	37.8500207713	23.7999897855	38.0500207713	'attica':2B 'greec':3C 'piraiav':1A	0.0400000000000011
